LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
Pune,2017,Maruti,Alto 800 LXI,Manual,"5,946 km",Petrol,1st Owner,"₹3,04,899"
Pune,2013,Maruti,Alto 800 LXI,Manual,"40,256 km",Petrol,1st Owner,"₹2,24,399"
Pune,2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"22,025 km",Petrol,1st Owner,"₹4,86,899"
Pune,2013,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Automatic,"38,942 km",Petrol,2nd Owner,"₹3,82,599"
Pune,2015,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Manual,"21,129 km",Petrol,2nd Owner,"₹4,46,099"
Pune,2020,Hyundai,GRAND I10 NIOS MAGNA 1.2 MT,Manual,"1,522 km",Petrol,1st Owner,"₹6,10,999"
Pune,2017,Maruti,Wagon R 1.0 VXI,Manual,"24,723 km",Petrol,1st Owner,"₹4,34,699"
Pune,2014,Maruti,Celerio VXI,Manual,"38,138 km",Petrol,1st Owner,"₹3,61,499"
Pune,2012,Maruti,Wagon R 1.0 VXI,Manual,"29,755 km",Petrol,1st Owner,"₹2,94,599"
Pune,2020,Maruti,S PRESSO VXI,Manual,"8,651 km",Petrol,1st Owner,"₹4,59,299"
Pune,2014,Honda,Brio 1.2 S MT I VTEC,Manual,"28,842 km",Petrol,2nd Owner,"₹3,49,099"
Pune,2014,Maruti,Alto 800 LXI,Manual,"22,626 km",Petrol,2nd Owner,"₹2,55,299"
Pune,2015,Maruti,Wagon R Stingray VXI,Manual,"46,198 km",Petrol,1st Owner,"₹3,75,899"
Pune,2012,Honda,Brio 1.2 V MT I VTEC,Manual,"33,456 km",Petrol,2nd Owner,"₹3,37,999"
Pune,2018,Maruti,Baleno ALPHA 1.2 K12,Manual,"14,988 km",Petrol,3rd Owner,"₹6,03,499"
Pune,2012,Maruti,Wagon R 1.0 VXI,Manual,"48,633 km",Petrol,1st Owner,"₹2,81,799"
Pune,2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"28,279 km",Petrol,1st Owner,"₹4,44,899"
Pune,2012,Maruti,Wagon R 1.0 VXI,Manual,"40,091 km",Petrol,1st Owner,"₹2,85,099"
Pune,2013,Honda,Brio 1.2 S MT I VTEC,Manual,"44,622 km",Petrol,1st Owner,"₹2,78,499"
Pune,2015,Maruti,Wagon R 1.0 VXI,Manual,"30,131 km",Petrol,1st Owner,"₹3,33,799"
Pune,2018,Maruti,Alto 800 LXI,Manual,"4,065 km",Petrol,1st Owner,"₹3,51,799"
Pune,2010,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"41,923 km",Petrol,2nd Owner,"₹2,21,099"
Pune,2018,Maruti,Alto 800 LXI,Manual,"17,517 km",Petrol,1st Owner,"₹3,32,199"
Pune,2016,Maruti,Swift ZXI,Manual,"19,261 km",Petrol,1st Owner,"₹5,02,399"
Pune,2014,Maruti,Swift VXI,Manual,"27,064 km",Petrol,1st Owner,"₹4,25,199"
Pune,2014,Maruti,Celerio VXI,Manual,"48,110 km",Petrol,1st Owner,"₹3,70,799"
Pune,2014,Hyundai,Elite i20 MAGNA 1.2,Manual,"45,800 km",Petrol,1st Owner,"₹4,73,899"
Pune,2011,Maruti,Alto LXI,Manual,"77,308 km",Petrol,3rd Owner,"₹1,19,699"
Pune,2016,Maruti,Wagon R 1.0 VXI AMT,Automatic,"20,667 km",Petrol,1st Owner,"₹4,36,599"
Pune,2017,Maruti,Alto 800 VXI,Manual,"33,832 km",Petrol,1st Owner,"₹3,10,999"
Pune,2013,Maruti,Alto 800 LXI,Manual,"26,848 km",Petrol,1st Owner,"₹2,20,299"
Pune,2017,Renault,Kwid RXT 1.0 EASY-R AT OPTION,Automatic,"4,348 km",Petrol,1st Owner,"₹3,73,099"
Pune,2013,Toyota,Etios Liva GD,Manual,"46,910 km",Diesel,1st Owner,"₹3,77,899"
Pune,2015,Honda,Brio 1.2 S MT I VTEC,Manual,"41,014 km",Petrol,1st Owner,"₹3,74,199"
Pune,2015,Hyundai,Elite i20 SPORTZ 1.2,Manual,"37,644 km",Petrol,1st Owner,"₹5,18,199"
Pune,2013,Maruti,Wagon R 1.0 LXI,Manual,"24,065 km",Petrol,1st Owner,"₹3,08,099"
Pune,2017,Renault,Kwid CLIMBER 1.0 AT,Manual,"32,368 km",Petrol,1st Owner,"₹4,08,399"
Pune,2020,Maruti,Swift VXI,Manual,"15,527 km",Petrol,1st Owner,"₹6,27,299"
Pune,2018,Maruti,Alto 800 VXI,Manual,"4,343 km",Petrol,1st Owner,"₹3,51,499"
Pune,2017,Maruti,Celerio ZXI AMT,Automatic,"28,928 km",Petrol,1st Owner,"₹4,36,399"
Pune,2017,Maruti,Wagon R 1.0 VXI,Manual,"33,826 km",Petrol,1st Owner,"₹4,21,699"
Pune,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"15,025 km",Petrol,1st Owner,"₹6,45,699"
Pune,2016,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Manual,"29,440 km",Petrol,1st Owner,"₹4,69,799"
Pune,2015,Hyundai,Elite i20 SPORTZ 1.2,Manual,"33,347 km",Petrol,1st Owner,"₹5,42,599"
Pune,2017,Hyundai,Elite i20 ASTA 1.2,Manual,"24,558 km",Petrol,1st Owner,"₹6,28,399"
Pune,2012,Honda,Brio 1.2 S MT I VTEC,Manual,"58,375 km",Petrol,2nd Owner,"₹2,63,699"
Pune,2017,Maruti,Baleno ALPHA 1.2 K12,Manual,"31,729 km",Petrol,1st Owner,"₹6,18,799"
Pune,2019,Maruti,Swift ZXI AMT,Automatic,"21,245 km",Petrol,1st Owner,"₹6,74,199"
Pune,2017,Hyundai,Elite i20 ASTA 1.2,Manual,"22,691 km",Petrol,1st Owner,"₹6,06,299"
Pune,2010,Maruti,Wagon R 1.0 LXI,Manual,"92,212 km",Petrol,1st Owner,"₹2,27,299"
Pune,2017,Hyundai,Elite i20 ASTA 1.2,Manual,"7,922 km",Petrol,1st Owner,"₹6,44,199"
Pune,2019,Maruti,Baleno ALPHA 1.2 K12,Manual,"20,512 km",Petrol,1st Owner,"₹6,67,099"
Pune,2009,Maruti,Wagon R LXI MINOR,Manual,"63,745 km",Petrol,2nd Owner,"₹1,87,999"
Pune,2019,Maruti,Baleno ALPHA 1.2 K12,Manual,"31,934 km",Petrol,1st Owner,"₹7,01,199"
Pune,2018,Maruti,Wagon R 1.0 VXI AMT,Automatic,"66,707 km",Petrol,1st Owner,"₹3,89,599"
Pune,2011,Maruti,Wagon R 1.0 LXI CNG,Manual,"98,542 km",Petrol + CNG,1st Owner,"₹2,32,699"
Pune,2011,Maruti,Swift VDI,Manual,"80,805 km",Diesel,2nd Owner,"₹3,67,799"
Pune,2015,Maruti,Wagon R 1.0 VXI,Manual,"70,814 km",Petrol,1st Owner,"₹3,34,599"
Pune,2017,Maruti,Swift VXI,Manual,"44,758 km",Petrol,1st Owner,"₹5,03,999"
Pune,2016,Renault,Kwid RXT Opt,Manual,"59,660 km",Petrol,1st Owner,"₹3,37,099"
Pune,2018,Hyundai,Elite i20 ASTA 1.2 AT,,"32,813 km",Petrol,1st Owner,"₹6,72,699"
Pune,2014,Hyundai,Elite i20 ASTA 1.4 CRDI,Manual,"71,543 km",Diesel,2nd Owner,"₹5,04,599"
Pune,2018,Maruti,Baleno ALPHA 1.2 K12 AMT,Automatic,"28,264 km",Petrol,1st Owner,"₹8,34,799"
Pune,2010,Maruti,Wagon R 1.0 VXI,Manual,"1,02,987 km",Petrol,1st Owner,"₹2,20,299"
Pune,2016,Maruti,Celerio VDI,Manual,"84,151 km",Diesel,1st Owner,"₹3,87,799"
Pune,2016,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Manual,"86,068 km",Petrol,1st Owner,"₹4,86,099"
Pune,2016,Hyundai,Elite i20 1.4 CRDI ASTA (O),Manual,"61,932 km",Diesel,1st Owner,"₹6,88,499"
Pune,2011,Maruti,Wagon R 1.0 VXI,Manual,"1,13,284 km",Petrol,1st Owner,"₹2,60,899"
Pune,2015,Maruti,Swift VDI ABS,Manual,"98,926 km",Diesel,1st Owner,"₹4,69,699"
Pune,2011,Ford,Figo 1.4 TITANIUM DURATORQ,Manual,"1,63,480 km",Diesel,2nd Owner,"₹2,22,699"
Pune,2016,Toyota,Etios Liva VD LIMITED EDITION,,"1,11,428 km",Diesel,1st Owner,"₹4,25,999"
Pune,2014,Maruti,Alto 800 LXI,Manual,"1,14,574 km",Petrol,2nd Owner,"₹2,34,699"
Pune,2015,Tata,Nano XT TWIST,Manual,"27,509 km",Petrol,1st Owner,"₹1,55,499"
Pune,2009,Hyundai,i10 MAGNA 1.2,Manual,"85,240 km",Petrol,1st Owner,"₹1,38,599"
Pune,2016,Hyundai,Elite i20 1.4 CRDI ASTA (O),Manual,"94,426 km",Diesel,1st Owner,"₹6,24,599"
Pune,2012,Hyundai,i20 ASTA 1.4 CRDI,Manual,"1,08,606 km",Diesel,2nd Owner,"₹4,00,899"
Pune,2014,Maruti,Swift ZDI,Manual,"1,33,435 km",Diesel,3rd Owner,"₹4,45,999"
Pune,2014,Maruti,Wagon R 1.0 VXI,Manual,"32,984 km",Petrol,2nd Owner,"₹3,30,599"
Pune,2018,Maruti,Alto K10 VXI (O) AMT,Manual,"19,425 km",Petrol,1st Owner,"₹3,88,899"
Pune,2015,Hyundai,Elite i20 ASTA 1.2,Manual,"39,288 km",Petrol,1st Owner,"₹5,20,399"
Pune,2019,Hyundai,Elite i20 1.2 SPORTS PLUS VTVT,Manual,"13,012 km",Petrol,1st Owner,"₹7,54,899"
Pune,2008,Hyundai,i10 SPORTZ 1.2,Manual,"30,958 km",Petrol,1st Owner,"₹1,86,599"
Pune,2014,Hyundai,Eon MAGNA PLUS,Manual,"31,314 km",Petrol,1st Owner,"₹2,41,099"
Pune,2018,Maruti,Swift VXI,Manual,"8,000 km",Petrol,1st Owner,"₹6,10,599"
Pune,2013,Maruti,Alto K10 VXI,Manual,"23,234 km",Petrol,1st Owner,"₹2,00,499"
Pune,2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"20,962 km",Petrol,1st Owner,"₹4,64,099"
Pune,2015,Maruti,Alto 800 VXI,Manual,"20,229 km",Petrol,2nd Owner,"₹2,26,299"
Pune,2015,Maruti,Alto K10 VXI AMT,Manual,"26,374 km",Petrol,1st Owner,"₹3,07,099"
Pune,2015,Hyundai,Eon ERA PLUS,Manual,"19,467 km",Petrol,1st Owner,"₹2,89,799"
Pune,2014,Hyundai,Grand i10 ASTA 1.2 AT VTVT,Automatic,"23,853 km",Petrol,1st Owner,"₹4,17,899"
Pune,2016,Hyundai,i10 MAGNA 1.1 IRDE2,Manual,"12,479 km",Petrol,1st Owner,"₹3,62,099"
Pune,2015,Renault,Kwid RXE,Manual,"2,379 km",Petrol,1st Owner,"₹2,33,899"
Pune,2017,Renault,Kwid RXT,Manual,"4,845 km",Petrol,1st Owner,"₹3,31,399"
Pune,2013,Maruti,Swift ZXI,Manual,"42,623 km",Petrol,1st Owner,"₹3,95,699"
Pune,2013,Hyundai,i10 ASTA 1.2 AT KAPPA2 WITH SUNROOF,Automatic,"30,599 km",Petrol,3rd Owner,"₹3,43,099"
Pune,2012,Hyundai,i10 MAGNA 1.1 IRDE2,Manual,"32,299 km",Petrol,1st Owner,"₹3,16,699"
Pune,2011,Hyundai,i20 SPORTZ 1.2 O,Manual,"48,103 km",Petrol,1st Owner,"₹3,14,399"
Pune,2013,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"45,254 km",Petrol,1st Owner,"₹4,16,599"
Pune,2015,Maruti,Wagon R 1.0 VXI,Manual,"13,522 km",Petrol,1st Owner,"₹3,51,499"
Pune,2013,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"30,101 km",Petrol,2nd Owner,"₹3,62,199"
Pune,2015,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"31,082 km",Petrol,1st Owner,"₹5,74,599"
Pune,2017,Maruti,Alto K10 VXI (O) AMT,Manual,"5,562 km",Petrol,1st Owner,"₹3,62,099"
Pune,2012,Hyundai,i10 MAGNA 1.1 IRDE2,Manual,"33,209 km",Petrol,1st Owner,"₹2,79,199"
Pune,2011,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"41,577 km",Petrol,1st Owner,"₹2,36,199"
Pune,2014,Maruti,Celerio ZXI OPT,Manual,"30,338 km",Petrol,1st Owner,"₹3,37,999"
Pune,2013,Honda,Brio 1.2 S MT I VTEC,Manual,"37,291 km",Petrol,1st Owner,"₹3,05,199"
Pune,2019,Maruti,Baleno ZETA 1.2 K12,Manual,"18,178 km",Petrol,1st Owner,"₹6,57,599"
Pune,2010,Hyundai,i20 ASTA 1.2,Manual,"55,785 km",Petrol,2nd Owner,"₹2,19,199"
Pune,2018,Renault,Kwid CLIMBER 1.0 AT,Automatic,"23,983 km",Petrol,1st Owner,"₹3,93,799"
Pune,2015,Maruti,Alto K10 VXI,Manual,"12,657 km",Petrol,1st Owner,"₹2,66,899"
Pune,2018,Maruti,Swift VXI,Manual,"14,836 km",Petrol,1st Owner,"₹5,84,299"
Pune,2018,Tata,Tiago XZA 1.2 REVOTRON,Automatic,"16,384 km",Petrol,1st Owner,"₹4,97,099"
Pune,2015,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"24,756 km",Petrol,2nd Owner,"₹5,83,899"
Pune,2017,Maruti,Celerio ZXI,Manual,"9,140 km",Petrol,1st Owner,"₹4,10,599"
Pune,2016,Maruti,Wagon R 1.0 VXI,Manual,"44,776 km",Petrol,1st Owner,"₹3,37,399"
Pune,2009,Hyundai,i10 MAGNA 1.2,Manual,"76,286 km",Petrol,2nd Owner,"₹1,59,999"
Pune,2012,Maruti,Wagon R 1.0 VXI,Manual,"37,135 km",Petrol,1st Owner,"₹2,51,999"
Pune,2014,Toyota,Etios Liva G,Manual,"52,146 km",Petrol,2nd Owner,"₹2,85,599"
Pune,2018,Maruti,Celerio VXI CNG OPT,Manual,"30,170 km",Petrol + CNG,1st Owner,"₹5,08,199"
Pune,2017,Maruti,IGNIS ZETA 1.2 K12,Manual,"40,967 km",Petrol,1st Owner,"₹4,39,999"
Pune,2018,Maruti,Celerio VXI,Manual,"10,626 km",Petrol,1st Owner,"₹4,69,099"
Pune,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"19,333 km",Petrol,1st Owner,"₹5,83,999"
Pune,2019,Maruti,Baleno ZETA 1.2 K12,Manual,"30,793 km",Petrol,1st Owner,"₹6,34,799"
Pune,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"23,449 km",Petrol,1st Owner,"₹6,15,599"
Pune,2014,Maruti,Wagon R 1.0 VXI,Manual,"56,827 km",Petrol,1st Owner,"₹3,03,899"
Pune,2011,Toyota,Etios Liva G,Manual,"80,291 km",Petrol,2nd Owner,"₹2,40,399"
Pune,2015,Maruti,Swift VXI,Manual,"62,081 km",Petrol,1st Owner,"₹4,56,399"
Pune,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"19,285 km",Petrol,2nd Owner,"₹6,05,499"
Pune,2016,Maruti,Baleno ALPHA 1.2 K12,Manual,"61,456 km",Petrol,1st Owner,"₹4,83,199"
Pune,2009,Hyundai,i10 MAGNA 1.2,Manual,"60,172 km",Petrol,3rd Owner,"₹1,78,399"
Pune,2007,Maruti,Zen Estilo LXI,Manual,"75,395 km",Petrol,3rd Owner,"₹1,10,199"
Pune,2017,Honda,Jazz 1.2 SV MT,Manual,"43,596 km",Petrol,2nd Owner,"₹4,85,099"
Pune,2008,Hyundai,Santro Xing GLS,Manual,"72,879 km",Petrol,1st Owner,"₹1,45,199"
Pune,2018,Hyundai,Elite i20 1.4 CRDI ASTA (O),Manual,"21,452 km",Diesel,1st Owner,"₹7,25,499"
Pune,2011,Maruti,Alto K10 VXI,Manual,"82,414 km",Petrol,1st Owner,"₹1,79,299"
Pune,2017,Hyundai,Grand i10 ASTA 1.2 VTVT,Manual,"88,747 km",Petrol,1st Owner,"₹4,53,199"
Pune,2017,Hyundai,Elite i20 SPORTZ 1.2,Manual,"51,036 km",Petrol,1st Owner,"₹4,91,899"
Pune,2012,Honda,Brio 1.2 V MT I VTEC,Manual,"54,540 km",Petrol,1st Owner,"₹3,10,499"
Pune,2013,Renault,Pulse RX Z DIESEL,Manual,"74,312 km",Diesel,2nd Owner,"₹2,65,499"
Pune,2012,Maruti,Alto 800 LXI,Manual,"77,470 km",Petrol,2nd Owner,"₹2,02,799"
Pune,2016,Renault,Kwid 1.0 RXT Opt,Manual,"54,717 km",Petrol,2nd Owner,"₹2,41,599"
Pune,2018,Maruti,Swift VXI,Manual,"56,677 km",Petrol,1st Owner,"₹5,30,699"
Pune,2016,Tata,Tiago XZ 1.2 REVOTRON,Manual,"67,388 km",Petrol,1st Owner,"₹3,49,499"
Pune,2011,Hyundai,i10 ERA 1.1 IRDE,Manual,"89,548 km",Petrol + CNG,1st Owner,"₹2,24,799"
Pune,2014,Fiat,Grand Punto SPORT 1.3,Manual,"81,737 km",Diesel,1st Owner,"₹3,13,699"
Pune,2019,Maruti,Swift VDI,Manual,"43,204 km",Diesel,1st Owner,"₹6,83,999"
Pune,2013,Maruti,Swift VDI,Manual,"84,296 km",Diesel,1st Owner,"₹3,88,199"
Pune,2016,Maruti,Alto 800 LXI CNG OPT,Manual,"1,09,625 km",Petrol + CNG,1st Owner,"₹2,30,599"
Pune,2015,Maruti,Swift ZDI,Manual,"88,223 km",Diesel,1st Owner,"₹5,05,499"
Pune,2012,Maruti,Swift ZDI,Manual,"1,20,375 km",Diesel,1st Owner,"₹3,96,799"
Pune,2016,Maruti,Wagon R 1.0 LXI CNG,Manual,"1,61,064 km",Petrol + CNG,2nd Owner,"₹3,54,499"
Pune,2010,Maruti,Swift VDI,Manual,"1,47,362 km",Diesel,3rd Owner,"₹2,53,299"
Pune,2014,Maruti,Wagon R 1.0 LXI CNG,Manual,"1,74,675 km",Petrol + CNG,1st Owner,"₹2,76,199"
Pune,2014,Maruti,Swift VXI,Manual,"1,17,914 km",Petrol,1st Owner,"₹3,88,799"
Pune,2011,Maruti,Swift ZDI,Manual,"1,06,822 km",Diesel,1st Owner,"₹4,68,899"
Pune,2013,Maruti,Wagon R 1.0 LXI,Manual,"1,62,053 km",Petrol + CNG,1st Owner,"₹2,67,999"
Pune,2015,Maruti,Wagon R 1.0 LXI CNG,Manual,"1,71,520 km",Petrol + CNG,1st Owner,"₹2,82,399"
Pune,2010,Nissan,Micra XV PETROL,Manual,"70,888 km",Petrol,2nd Owner,"₹1,68,899"
Pune,2018,Tata,Tiago XZA 1.2 REVOTRON,Automatic,"49,670 km",Petrol,1st Owner,"₹4,35,799"
Pune,2014,Hyundai,Eon MAGNA PLUS,Manual,"4,551 km",Petrol,1st Owner,"₹2,71,999"
Pune,2013,Maruti,Swift VDI,Manual,"52,318 km",Diesel,1st Owner,"₹4,39,199"
Pune,2017,Renault,Kwid 1.0 RXT,Manual,"7,714 km",Petrol,1st Owner,"₹3,56,099"
Pune,2017,Maruti,Alto K10 VXI OPT,Manual,"11,213 km",Petrol,1st Owner,"₹3,41,799"
Pune,2014,Maruti,Alto 800 LXI,Manual,"9,503 km",Petrol,1st Owner,"₹2,70,699"
Pune,2015,Maruti,Wagon R 1.0 VXI,Manual,"20,416 km",Petrol,1st Owner,"₹3,61,499"
Pune,2017,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"15,926 km",Petrol,1st Owner,"₹6,74,699"
Pune,2017,Maruti,Alto 800 LXI,Manual,"12,009 km",Petrol,1st Owner,"₹2,77,099"
Pune,2016,Renault,Kwid RXT 1.0 EASY-R  AT,,"20,320 km",Petrol,1st Owner,"₹3,48,599"
Pune,2017,Datsun,Redi Go T (O),Manual,"5,461 km",Petrol,1st Owner,"₹2,89,299"
Pune,2015,Hyundai,Grand i10 ASTA 1.2 AT VTVT,Automatic,"10,438 km",Petrol,1st Owner,"₹4,86,599"
Pune,2011,Maruti,Wagon R 1.0 LXI,Manual,"61,495 km",Petrol,1st Owner,"₹2,70,399"
Pune,2010,Maruti,Wagon R VXI,Manual,"33,318 km",Petrol,1st Owner,"₹2,32,299"
Pune,2016,Maruti,Alto K10 VXI AMT,,"15,395 km",Petrol,1st Owner,"₹3,06,799"
Pune,2014,Hyundai,i10 MAGNA 1.1 IRDE2,Manual,"13,068 km",Petrol,1st Owner,"₹3,62,299"
Pune,2016,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"38,168 km",Petrol,1st Owner,"₹4,01,199"
Pune,2015,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"46,554 km",Petrol,1st Owner,"₹4,09,199"
Pune,2015,Maruti,Alto 800 VXI,Manual,"31,631 km",Petrol,1st Owner,"₹2,72,599"
Pune,2015,Maruti,Alto 800 LXI,Manual,"36,683 km",Petrol,1st Owner,"₹2,79,499"
Pune,2016,Hyundai,Elite i20 MAGNA 1.2,Manual,"33,254 km",Petrol,1st Owner,"₹5,40,699"
Pune,2012,Honda,Brio 1.2 E MT I VTEC,Manual,"23,307 km",Petrol,2nd Owner,"₹2,39,499"
Pune,2016,Maruti,Baleno ZETA 1.2 K12,Manual,"21,200 km",Petrol,2nd Owner,"₹5,62,199"
Pune,2020,Maruti,S PRESSO VXI,Manual,"8,484 km",Petrol,1st Owner,"₹4,68,999"
Pune,2017,Maruti,Alto 800 LXI,Manual,"25,919 km",Petrol,2nd Owner,"₹2,62,299"
Pune,2014,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"42,967 km",Petrol,2nd Owner,"₹3,68,499"
Pune,2015,Maruti,Swift VXI,Manual,"40,506 km",Petrol,1st Owner,"₹4,80,299"
Pune,2017,Hyundai,Elite i20 SPORTZ 1.2,Manual,"6,476 km",Petrol,1st Owner,"₹6,02,499"
Pune,2014,Maruti,Swift VXI,Manual,"28,543 km",Petrol,1st Owner,"₹4,01,699"
Pune,2014,Hyundai,Grand i10 ASTA 1.2 AT VTVT,Automatic,"47,299 km",Petrol,2nd Owner,"₹4,08,899"
Pune,2013,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"44,231 km",Petrol,1st Owner,"₹4,35,199"
Pune,2016,Hyundai,Elite i20 MAGNA 1.2,Manual,"14,207 km",Petrol,1st Owner,"₹5,49,899"
Pune,2012,Honda,Brio 1.2 V MT I VTEC,Manual,"59,173 km",Petrol,1st Owner,"₹3,18,899"
Pune,2016,Maruti,Baleno ZETA 1.2 K12,Manual,"50,022 km",Petrol,1st Owner,"₹5,51,599"
Pune,2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"39,679 km",Petrol,1st Owner,"₹4,43,099"
Pune,2016,Maruti,Wagon R 1.0 VXI AMT,Automatic,"45,966 km",Petrol,1st Owner,"₹4,15,199"
Pune,2010,Maruti,Wagon R 1.0 VXI,Manual,"71,429 km",Petrol + CNG,1st Owner,"₹2,38,599"
Pune,2010,Maruti,A Star VXI,Manual,"51,583 km",Petrol,2nd Owner,"₹2,17,699"
Pune,2016,Renault,Kwid 1.0 RXT,Manual,"62,730 km",Petrol,1st Owner,"₹2,69,199"
Pune,2013,Maruti,Wagon R 1.0 VXI,Manual,"60,559 km",Petrol,1st Owner,"₹3,13,899"
Pune,2015,Maruti,Alto 800 LXI,Manual,"7,478 km",Petrol,2nd Owner,"₹2,63,599"
Pune,2010,Hyundai,i10 MAGNA 1.2,Manual,"60,563 km",Petrol,2nd Owner,"₹2,24,899"
Pune,2016,Maruti,Wagon R 1.0 VXI AMT,Automatic,"45,175 km",Petrol,1st Owner,"₹3,83,499"
Pune,2017,Ford,New Figo 1.2 TREND,Manual,"32,886 km",Petrol,1st Owner,"₹4,26,399"
Pune,2015,Maruti,Wagon R 1.0 LXI,Manual,"48,546 km",Petrol,1st Owner,"₹3,04,899"
Pune,2015,Maruti,Celerio VXI CNG,Manual,"1,22,289 km",Petrol + CNG,2nd Owner,"₹3,43,999"
Pune,2010,Maruti,Ritz VDI,Manual,"82,265 km",Diesel,1st Owner,"₹2,07,799"
Pune,2010,Volkswagen,Polo HIGHLINE1.2L DIESEL,Manual,"65,813 km",Diesel,1st Owner,"₹2,41,499"
Pune,2011,Maruti,Swift VDI,Manual,"68,471 km",Diesel,1st Owner,"₹3,77,499"
Pune,2016,Renault,Kwid RXT,Manual,"43,635 km",Petrol,1st Owner,"₹2,84,999"
Pune,2018,Maruti,Swift ZXI AMT,Automatic,"23,373 km",Petrol,1st Owner,"₹6,42,799"
Pune,2015,Maruti,Baleno ZETA DDIS 190,Manual,"47,715 km",Diesel,1st Owner,"₹5,63,099"
Pune,2019,Maruti,IGNIS ZETA 1.2 K12,Manual,"12,821 km",Petrol,1st Owner,"₹5,68,299"
Pune,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"20,909 km",Petrol,1st Owner,"₹5,35,799"
Pune,2015,Maruti,Alto 800 LXI,Manual,"57,290 km",Petrol,1st Owner,"₹2,57,899"
Pune,2017,Hyundai,Grand i10 SPORTZ (O) 1.2 AT VTVT,Automatic,"31,484 km",Petrol,1st Owner,"₹5,28,599"
Pune,2014,Maruti,Swift VXI,Manual,"68,765 km",Petrol,2nd Owner,"₹3,65,599"
Pune,2017,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"11,225 km",Petrol,1st Owner,"₹6,50,499"
Pune,2019,Maruti,Baleno ZETA 1.2 K12,Manual,"6,844 km",Petrol,1st Owner,"₹6,72,399"
Pune,2016,Hyundai,Elite i20 MAGNA 1.2,Manual,"65,640 km",Petrol,1st Owner,"₹4,39,899"
Pune,2012,Volkswagen,Polo TRENDLINE 1.2L PETROL,Manual,"46,917 km",Petrol,2nd Owner,"₹3,56,699"
Pune,2019,Maruti,Baleno ALPHA 1.2 K12,Manual,"31,934 km",Petrol,1st Owner,"₹7,01,199"
Pune,2018,Maruti,Wagon R 1.0 VXI AMT,Automatic,"66,707 km",Petrol,1st Owner,"₹3,89,599"
Pune,2011,Maruti,Wagon R 1.0 LXI CNG,Manual,"98,542 km",Petrol + CNG,1st Owner,"₹2,32,699"
Pune,2011,Maruti,Swift VDI,Manual,"80,805 km",Diesel,2nd Owner,"₹3,67,799"
Pune,2015,Maruti,Wagon R 1.0 VXI,Manual,"70,814 km",Petrol,1st Owner,"₹3,34,599"
Pune,2017,Maruti,Swift VXI,Manual,"44,758 km",Petrol,1st Owner,"₹5,03,999"
Pune,2016,Renault,Kwid RXT Opt,Manual,"59,660 km",Petrol,1st Owner,"₹3,37,099"
Pune,2018,Hyundai,Elite i20 ASTA 1.2 AT,,"32,813 km",Petrol,1st Owner,"₹6,72,699"
Pune,2014,Hyundai,Elite i20 ASTA 1.4 CRDI,Manual,"71,543 km",Diesel,2nd Owner,"₹5,04,599"
Pune,2018,Maruti,Baleno ALPHA 1.2 K12 AMT,Automatic,"28,264 km",Petrol,1st Owner,"₹8,34,799"
Pune,2010,Maruti,Wagon R 1.0 VXI,Manual,"1,02,987 km",Petrol,1st Owner,"₹2,20,299"
Pune,2016,Maruti,Celerio VDI,Manual,"84,151 km",Diesel,1st Owner,"₹3,87,799"
Pune,2016,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Manual,"86,068 km",Petrol,1st Owner,"₹4,86,099"
Pune,2016,Hyundai,Elite i20 1.4 CRDI ASTA (O),Manual,"61,932 km",Diesel,1st Owner,"₹6,88,499"
Pune,2011,Maruti,Wagon R 1.0 VXI,Manual,"1,13,284 km",Petrol,1st Owner,"₹2,60,899"
Pune,2015,Maruti,Swift VDI ABS,Manual,"98,926 km",Diesel,1st Owner,"₹4,69,699"
